EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET
030496021,OLD MEADOW HUNTING CLUB,% GARY A JEFFRIES,208 SNYDER DR,MOON TOWNSHIP,PA,15108,0000,07,3,1000,200503,2,00,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,N50,,Recreation & Sports,Micro
030513070,APPALACHIAN WORK CAMP PROGRAM INC,% E DANIEL SWEENEY,1404 ROMANHOFF ST,PITTSBURGH,PA,15212,0000,03,3,1000,200406,1,15,000000000,1,01,202312,3,4,01,0,12,84662.0,166310.0,166310.0,L20,,Housing & Shelter,Small
030523278,CATHY G CHARITIES,% GARY L GREISINGER,802 SWEETLEAF DR,MONROEVILLE,PA,15146,0000,03,3,1000,202308,1,16,000000000,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,P12,,Human Services,Micro
030532407,PITTSBURGH UROLOGICAL ASSOCIATION,% NADINE POPOVICH,850 RIDGE AVE,PITTSBURGH,PA,15212,0000,06,3,2000,200405,2,00,000000000,5,01,202312,0,0,02,0,12,0.0,0.0,0.0,G039,,Diseases & Disorders,Micro
030596955,GIRARD LUTHERAN HOUSING CORPORATION,% LUTHERAN SERVICE SOCIETY OF W PA,440 LINCOLN AVE,PITTSBURGH,PA,15202,0000,03,3,1000,200701,1,15,000000000,1,01,202306,6,4,01,0,06,2719694.0,315473.0,315473.0,L20,,Housing & Shelter,Medium
036086723,PAUL AND GENE DOBY CHARITABLE TR,% NATIONAL CITY BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200804,1,04,000000000,2,01,202403,6,4,00,1,03,1158080.0,388638.0,,T22,,Philanthropy & Foundations,Medium
041302043,LUCY C FARNSWORTH TR UW,% BNY MELLON,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,195212,1,04,059000000,2,01,202408,7,6,00,1,08,6149234.0,3348014.0,,,,Unknown,Large
041918103,UNITED ELECTRICAL RADIO & MACHINE WORKERS OF AMERICA,% ANDREW DINKELAKER,4 SMITHFIELD STREET 9TH FL,PITTSBURGH,PA,15222,0735,05,9,3000,194411,2,00,263000000,5,01,202312,0,0,02,0,12,0.0,0.0,0.0,,262 LOCAL,Unknown,Micro
042210741,DEAN FOUNDATION FOR LITTLE CHILDREN INC,% BNY MELLON NA FID,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,192908,1,04,602325328,1,01,202312,6,6,00,1,12,3045067.0,1716660.0,,,,Unknown,Large
042392828,JOHN L BRANDEGEE TRUST,% MELLON BANK N A,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199604,1,17,602000000,1,01,202312,8,8,01,0,12,27348555.0,11398738.0,466945.0,T20I,,Philanthropy & Foundations,Major
042633464,WILLIAM PENN ASSOCIATION,% BRANCH 720 DEDMAN MA,709 BRIGHTON RD,PITTSBURGH,PA,15233,1088,08,9,1000,195005,1,00,265211000,5,01,202412,0,0,02,0,12,0.0,0.0,0.0,,BRANCH 720 DEDHAM MA,Unknown,Micro
042648729,WILLIAM H SWEATT TR UW ART 12101657,,PO BOX 185,PITTSBURGH,PA,15230,0000,92,3,1000,197012,0,00,909000000,6,12,202408,6,4,00,1,08,1392284.0,361207.0,,,,Unknown,Medium
042790229,FRANCES EMILY HUNT TRUST 10-9571 00-0 CODICIL FUND,% MELLON TR OF NEW ENGLAND,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,198511,1,04,000000000,1,01,202408,5,3,00,1,08,748935.0,80328.0,,,,Unknown,Small
043220614,EVERSOURCE RETIREES BENEFIT TRUST,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,09,3,1000,199506,2,00,265000000,2,01,202312,9,8,01,0,12,747078278.0,45005948.0,45005948.0,,,Unknown,Major
043256436,NEELY CHARITABLE FUND 080440,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,200604,0,00,000000000,6,12,202312,4,4,00,1,12,358844.0,233294.0,,,,Unknown,Small
043296043,FUND FOR CHARITABLE GIVING,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199602,1,15,994602000,1,01,202312,9,9,01,0,12,126871765.0,124233833.0,48631120.0,T99,,Philanthropy & Foundations,Major
043323314,KREMER CHARITABLE REMAINDER TR,% BOSTON SAFE DEPOSIT & TR CO TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199707,1,04,602000000,2,01,202406,4,4,00,1,06,473069.0,126194.0,,T22J,,Philanthropy & Foundations,Small
043388014,SEA BREEZE FOUNDATION,% BNY MELLON NA TTEE,HOPE L BAKER C/O BNY MELLON NA - P,PITTSBURGH,PA,15230,0000,03,3,1000,199710,1,04,602000000,2,01,202312,6,5,00,1,12,1968134.0,560539.0,,T20Z,,Philanthropy & Foundations,Medium
043504246,CHANDLER-GRANT GLAUCOMA SOCIETY INC,% RICHARD J SIMMONS PRES,850 RIDGE AVE,PITTSBURGH,PA,15212,0000,03,3,2000,200106,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,G41,,Diseases & Disorders,Micro
043587471,IDEA FOUNDRY,% STUART BELL,1212 PROSPECT RD,PITTSBURGH,PA,15227,0000,03,3,1000,200204,1,15,000000000,1,01,202312,6,4,01,0,12,1699934.0,353744.0,353744.0,S30,,Community Development,Medium
043629853,PITTSBURGH LATIN MASS COMMUNITY,,PO BOX 101062,PITTSBURGH,PA,15237,0000,03,3,7100,200208,1,15,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,X99,,Religion,Micro
043632700,LATTER GLORY MINISTRIES,% LOIS FERREL,PO BOX 10588,PITTSBURGH,PA,15235,0000,03,3,1270,200301,1,15,000000000,1,01,202312,3,4,01,0,12,37589.0,139925.0,139925.0,X20,,Religion,Small
043665628,HIMALAYAN INTERNATIONAL INSTITUTE OF YOGA & PHIL OF THE USA,% RUTH L RITTENHOUSE,300 BEVERLY ROAD,PITTSBURGH,PA,15216,3745,03,9,7000,197210,1,10,000000000,1,01,,0,0,06,0,07,,,,,HIMALAYAN INSTITUTE OF PITTSBURGH,Unknown,Unknown
043672369,CHRISTIAN METHODIST EPISCOPAL CHURCH,% LAWRENCE ANDERSON,1018 BIDWELL ST,PITTSBURGH,PA,15233,8511,03,9,7000,198009,1,10,001002000,5,01,,0,0,06,0,12,,,,,CARTER CHAPEL CME CHURCH,Unknown,Unknown
043709885,UPMC,% CORPORATE TAX DEPT,600 GRANT ST FL 56,PITTSBURGH,PA,15219,9707,03,9,1000,198301,0,16,000000000,1,01,,0,0,01,0,06,,,,,CRANBERRY PLACE,Unknown,Unknown
043723273,GARDEN CLUB FEDERATION OF PENNSYLVANIA,% REBECCA LEBEDA,189 SUMMERFIELD DR,MUNHALL,PA,15120,4352,03,9,1000,200410,1,16,000000000,5,01,202404,0,0,02,0,04,0.0,0.0,0.0,C42,DISTRICT X GCFP,Environment,Micro
043731472,ELIZABETH S BLACK CHARITABLE TR,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200608,1,04,000000000,2,01,202410,8,7,00,1,10,11250223.0,6718352.0,,T20,,Philanthropy & Foundations,Large
043747289,EQT FOUNDATION,% THOMAS QUINLAN,625 LIBERTY AVE STE 1700,PITTSBURGH,PA,15222,0000,03,3,1000,200306,1,04,000000000,1,01,202312,8,7,00,1,12,29043383.0,5498553.0,,T20,,Philanthropy & Foundations,Large
043775291,HOLY ANGELS EVANGELICAL LUTHERAN CHURCH,% MICHAEL REED,201 CALDWELL AVE,WILMERDING,PA,15148,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,,Unknown,Unknown
043786410,FUN AND FREEDOM BASKETBALL INC,% PRISCILLA HOUSTON,PO BOX 63,TARENTUM,PA,15084,0000,03,3,1200,200408,1,16,000000000,1,01,202412,2,3,01,0,12,19182.0,91673.0,75123.0,O50,,Youth Development,Small
043812442,PLUM HOCKEY ASSOCIATION INC,,PO BOX 114099,PITTSBURGH,PA,15239,0000,03,3,1000,200506,1,16,000000000,1,01,202404,2,4,01,0,04,24349.0,133802.0,133802.0,N68,,Recreation & Sports,Small
043837871,SWISSVALE ROTARY CLUB,% DAI MORGAN,7704 WESTMORELAND AVE,PITTSBURGH,PA,15218,0000,04,3,3000,201503,2,00,520349200,5,01,202306,0,0,02,0,06,0.0,0.0,0.0,S80,,Community Development,Micro
046009080,KNOLLWOOD CEMETERY PERP CARE TRUST 10116230000,% BANK OF NEW YORK MELLON,PO BOX 185,PITTSBURGH,PA,15230,0000,13,3,1000,198810,0,00,901000000,2,01,202403,8,7,01,0,03,11187154.0,5763318.0,1223978.0,Y52I,,Mutual Benefit,Large
046009389,KNOLLWOOD CEMETARY BRONZE MEMORIAL,% BOSTON SAFE DEPOSIT AND TRUST CO,PO BOX 185,PITTSBURGH,PA,15230,0000,13,3,2000,198902,1,00,901000000,2,01,202403,6,6,01,0,03,1819914.0,1073519.0,211074.0,,,Unknown,Large
046014374,HORATIO DAVIS TR UW DAVIS FUND,% RICHARD E BENNINK,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197201,1,15,602000000,2,01,202406,5,4,01,0,06,617325.0,171774.0,26752.0,,,Unknown,Small
046040470,JOHN CALVIN NOYES SCHOLARSHIP FUND,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,2000,196006,1,04,040000000,2,01,202312,5,4,00,1,12,676239.0,208790.0,,,,Unknown,Small
046044983,WESLEY N GRAY TRUST CHAR,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,91,3,1000,000000,0,00,928000000,6,12,202108,6,4,01,0,08,1001100.0,330300.0,66521.0,,,Unknown,Medium
046046890,DEAN WELFARE TRUST TR U DECL,% MELLON TR OF NEW ENGLAND,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,193709,1,04,030602150,2,01,202408,6,4,00,1,08,1013968.0,474619.0,,,,Unknown,Medium
046048040,JOHN BROOKS FENNO FUND,% CAROLYN M OSTEEN,PO BOX 185,PITTSBURGH,PA,15230,0000,92,0,1000,000000,0,00,000000000,0,12,202312,5,4,00,1,12,677241.0,321937.0,,,,Unknown,Medium
046053426,FRENCH FOUNDATION,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1200,194909,1,04,602561059,1,01,202312,7,6,00,1,12,6824393.0,4236634.0,,,,Unknown,Large
046061020,JAMES DUNCAN PHILLIPS TR UW,% BNY MELLON NA,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,202211,1,04,000000000,1,01,202409,8,8,00,1,09,17627642.0,17479076.0,,,,Unknown,Major
046061022,JAMES D PHILLIPS TR UW ATR5 PAR 2-10-9622-00-1,% MELLON TRUST NEW ENGLAND,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,197304,1,17,000000000,5,01,202409,6,6,01,0,09,3903086.0,2323493.0,93133.0,,,Unknown,Large
046061034,J D PHILIPS TR UW ART 5 PAR 2,% MELLON TRUST OF NEW ENGLAND,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,2000,197304,1,17,602000000,2,01,202409,5,4,01,0,09,565195.0,414450.0,48407.0,,,Unknown,Medium
